path,transcript
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35164325.wav,"ნიშის წინ პატარა შემაღლებული მოედანია, რომელიც დიდი ქვებითაა გამაგრებული."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35164326.wav,სარკმლის ჩრდილოეთით ნახევარწრიული თაღით გადახურული ნიშია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35164328.wav,ეკლესიას შემოვლებული აქვს ქვის ლავგარდანი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35164329.wav,სინამდვილეში მთვარის ფორმა სრულებით არ იცვლება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169109.wav,"ამადუ ისევ იძულებული გახდა, რომ მიეტოვებინა სამშობლო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169110.wav,"თავდაპირველად იკვლევდა ძველი შუამდინარეთის მითოლოგიას, კულტურასა და ეკონომიკის საკითხებს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169126.wav,კომონდორი კარგად იტანს სიცივეს და ვერ ეგუება სიცხეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169170.wav,სოფელი ღულელები ექვემდებარება საქართველოს საპატრიარქოს თიანეთისა და ფშავ-ხევსურეთის ეპარქიას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169171.wav,ლეონი ერთ-ერთი შუაღამისას აკოცებს ნინოჩკას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169172.wav,დავიმახსოვროთ და ახლა შევადაროთ მეორე კალათას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169191.wav,დამარცხების შემდეგ იუნკერები ეროვნულ მთავრობას გაჰყვნენ უცხოეთში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169203.wav,დღეისათვის ის ცენტრალური ევროპის უდიდესი დაცული ტყიანი არეალია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169242.wav,შრედის სტილის ევოლუცია მიმდინარეობდა წლების განმავლობაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169250.wav,დარბაზი შელესილი და მოხატული ყოფილა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169257.wav,ქვემო დინებაში დიდი ხნის განმავლობაში შრება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169273.wav,ადმინისტრაციულად ეკუთვნის კენიის სანაპირო პროვინციას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169279.wav,სურათში მთავარი როლი ლეილა აბაშიძემ შეასრულა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169285.wav,სოფელში მდებარეობს დაწყებითი ზოგადსაგანმანათლებლო სკოლა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169291.wav,მისი პირველი წარმატებული ფილმი „მწარე ბრინჯი“ იყო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169304.wav,სახელი ეწოდა ანტონიო ნარინიოს პატივსაცემად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169320.wav,ტერიტორია თითქმის მთლიანად ტყით იყო დაფარული და ეწოდებოდა „ქალაქის არყის ხის კორომი“.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169334.wav,"ესე იგი, ერთი რკო, ორი რკო, სამი რკო, ოთხი რკო და ესეც ხუთი რკო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169341.wav,თავის დროზე ალფერაკის სასახლე იყო ქალაქის კულტურული ცხოვრების ცენტრი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169360.wav,"მეფეს მათი საწინააღმდეგო არაფერი ჰქონდა, თუ ისინი მას ემსახურებოდნენ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169365.wav,ნიდერლანდებში მას ოქროს სტატუსი მიენიჭა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169371.wav,ამის მიუხედავად ფრიდრიხი სულ უფრო და უფრო მეტად ერთვებოდა ქვეყნის მართვაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169372.wav,კილის ფხა უმეტესად შებუსვილია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169378.wav,აქ დაიბადა ირლანდიის პირველი პრეზიდენტი დაგლას ჰაიდი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35169392.wav,სამოქალაქო ომის დასრულების შემდეგ ქალაქმა დინამიური განვითარება განაგრძო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170048.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170050.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170051.wav,არა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170052.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170053.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170080.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170081.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170082.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170083.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170084.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170121.wav,ცხრა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170122.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170123.wav,"აფსიდში, კედლიდან ოდნავ მოშორებით, შემორჩენილი იყო აგურით ნაგები და სილის ხსნარით გალესილი ტრაპეზი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170124.wav,ამასთანავე ფიზიკური და საზოგადოებრივი გეოგრაფია ერთმანეთთან დაკავშირებული დარგებია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170163.wav,"პროცესების შესახებ, რომლებიც მიმდინარეობენ როგორც მთლიანად ორგანიზმში, ასევე ცალკეულ მის ორგანოებში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170164.wav,სიმღერა დაიწერა ჯგუფის მიერ.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170165.wav,"ის გატაცებულია მცენარეებით, ბოტანიკით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170166.wav,"აჯანყების დამარცხების მიუხედავად, იგი ოკრიბის ტყიდან არ გამოვიდა და განაგრძობდა ბრძოლას თანამებრძოლთან ერთად."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170240.wav,საქართველოს დემოკრატიული რესპუბლიკის სენატის წევრი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170243.wav,"მოგზაურობის დროს შეკრიბა გეოგრაფიული, გეოლოგიური, ბოტანიკური, ზოოლოგიური, ეთნოგრაფიული და სხვა მასალები, რომელიც შემდეგ დაამუშავა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170244.wav,"ნინევიის ბრძოლა ამავდოულად აღმოსავლეთ რომაელი კეისრის, ჰერაკლეს სპარსული ლაშქრობის უდიდეს გამარჯვებად მიიჩნევა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170299.wav,"ის საქართველოში ჩამოასვენეს და თბილისში, საბურთალოს სასაფლაოზე დაკრძალეს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170305.wav,ტრაკაი არის ევროპაში ერთადერთი ისტორიული ეროვნული პარკი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170306.wav,შემდეგ წლებში მუშაობდა სხვადასხვა ქვეყნებში რუსეთის საგანგებო და სრულუფლებიან ელჩად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170309.wav,მასში სწორკუთხა სარკმელი და ერთი მცირე ზომის ნიშია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170413.wav,კომედიით შეზავებული გამოძიება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170414.wav,"მონასტრის ერთადერთი ტაძარი, რომელიც წმინდა კონსტანტინესა და ელენეს სახელობისაა, მოხატულია ბერძენი ოსტატების მიერ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170415.wav,დააპატიმრეს და დახვრიტეს სტალინური რეპრესიების დროს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170416.wav,"გარედან სამივე თაღს თავსართი ევლება, რომელიც ცენტრისკენ მდებარე პილასტრებზეა დაყრდნობილი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170485.wav,დიდი მუშაობა გასწია „ქართლის ცხოვრების“ შედგენილობისა და ავტორების ვინაობის დასადგენად.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170487.wav,"გავრცელებულია შორეულ აღმოსავლეთში, მათ შორის კორეის ნახევარკუნძულზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170488.wav,"დისკში შეტანილია როგორც ახალი სიმღერები, ასევე ცნობილი სიმღერების ქავერ-ვერსიები."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170538.wav,შავი და თეთრი ვოლტის შუამდინარეთში მდებარეობს ქალაქი უაგადუგუ.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170541.wav,აქვს ფართო პირი და შვეული კედლები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170543.wav,ტემპერატურის ზრდასთან ერთად ლანთანის ქრომიტის წინაღობა მკვეთრად მცირდება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170545.wav,სხვა მახასიათებლები უნდა შეესაბამებოდეს საქართველოს კანონმდებლობით დადგენილ მოთხოვნებს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170612.wav,სამხრეთ სინის მუჰაფაზის ტერიტორიაზე მდებარეობს წმინდა სინის წმინდა ეკატერინეს მონასტერი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170613.wav,"საბჭოთა პერიოდიდან დაწყებული, სომხეთში დაწყებითი და საშუალო განათლება უფასოა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170614.wav,"სამი მეფის კავშირში, მაგრამ მალევე დატოვა ეს კავშირი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35170616.wav,ნაგებობებს შორის ადგილი გარშემორტყმული ყოფილა პარალელური კედლებით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179218.wav,"გორი, რომელმაც უკვე დაწერა წინა ალბომის რამდენიმე სიმღერა, იქცა ჯგუფის სიმღერების ახალ ავტორად."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179220.wav,"ზოგიერთი წყაროს მიხედვით აღნიშნული გეგმა განიხილება, როგორც მესამე მსოფლიო ომის გეგმა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179224.wav,მდებარეობს მარნეულის ვაკის დასავლეთ კიდეში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179226.wav,რამდენი გვაქ რიცხვი?
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179274.wav,"პროვინცია მდებარეობს ბოლივიის ალტიპლანოში, ტიტიკაკას ტბის ნაპირებთან."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179275.wav,"აგვისტო იწყება კვირის იმავე დღეს, როგორც თებერვალი მხოლოდ ნაკიან წელს."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179276.wav,პირველი კაპიტანი იყო ფრანჩესკო კალი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179277.wav,ასევე გადაიხედა სახელმწიფო მოსამსახურეების ეკონომიკური სტიმულაციის სისტემა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179298.wav,ხოტბის მთავარი ობიექტია თამარ მეფე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179299.wav,რაში მდგომარეობს გარდაქმნის არსი?
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179300.wav,ეპიზოდში „ხომალდი ბოთლში“ იგი შემთხვევით ააქტიურებს პროფესორ მორიარტის ჰოლოგრაფიულ პერსონაჟს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35179302.wav,ეს იყო მისი მეორე დისკი ჯენესისის დატოვების შემდეგ.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184911.wav,"მრავალწლოვანი, იშვიათად ერთწლოვანი ბალახები და ბუჩქბალახებია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184913.wav,მოხსენიებულია ქართულ წყაროებშიც.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184914.wav,"ეწეოდა მეცნიერების პოპულარიზაციას საქართველოში, ტექნიკური ტერმინებით ამდიდრებდა ქართულ ენას."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184915.wav,"ძირითადი სასოფლო-სამეურნეო პროდუქტია: შაქრის ჭარხალი, კარტოფილი, ხორბალი და სხვა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184931.wav,"დაიყო ბათუმის, კინტრიშისა და გონიოს უბნებად."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184932.wav,გამოირჩევა სუფთა პლაჟებითა და წვიმის ტყეებიანი ეროვნული პარკებით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184933.wav,რიჩარდი დაიბადა და აღიზარდა ჩიკაგოში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184936.wav,რომანში ძირითადად რეალური ისტორიული პირები იყრიან თავს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184937.wav,"კეიტლინი თავის უმცროს დასთან, ვიქტორიასთან ერთად აღიზარდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184938.wav,რაიონში მდებარეობს ანაბარის ტბების პატარა ჯგუფი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184939.wav,ევსტათი მცხეთელი სიკვდილით დასაჯეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35184940.wav,სკლიფასოვსკი სამხატვრო წრეებში დიდი ავტორიტეტით სარგებლობდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185031.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185032.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185033.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185034.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185035.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185041.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185042.wav,არა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185043.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185044.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185045.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185060.wav,ცხრა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185061.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185085.wav,საბჭოთა ხელისუფლების დამყარების პირველ წლებში სოფლის მოსახლეობა ცდილობდა ეკლესიის დაცვას და მასში მიმდინარეობდა ღვთისმსახურება.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185086.wav,"ფილმში სრულყოფილად აისახა ომისა და მშვიდობის, სიყვარულისა და მეგობრობის, ახალგაზრდობის თემა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185087.wav,აგებული იყო გვიანი კლასიციზმის სტილში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185088.wav,ყველა მათგანი ვენტურა როდრიგესის მიერაა დაპროექტებული.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185089.wav,"სიუჟეტის მიხედვით, მას უფლის ნებით, ქვრივი ქალი შეუყვარდება."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185100.wav,"ეს ინდიელები იყვნენ ცნობილები როგორც ძლიერი მეომრები, რომლებიც სასტიკ წინააღმდეგობას უწევდა ევროპის კოლონიზაციას."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185101.wav,შადრევნის ანიმაციას ახორციელებს განათებისა და ელექტრონული სურათების მუდმივი დინამიური გამოფენა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185103.wav,უკანასკნელის წარმოება იმავე დღეს შეწყდა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185104.wav,არის ტექნიკურ მეცნიერებათა კანდიდატი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185110.wav,ბოლონიის კონკორდატი ძალაში იყო საფრანგეთის დიდ რევოლუციამდე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185111.wav,"ყოველ შემთხვევაში, რამდენიმე წყაროში იგი მოიხსენიება როგორც ხის ეკლესია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185112.wav,დროთა განმავლობაში ჩვეულებრივი წვენი სასმელად იქცა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185113.wav,ერთ-ერთ ეზოში განთავსებულია რელიგიური სიწმინდეების ბუდისტური საცავი სტუპა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185126.wav,"კრაალი იმართებოდა კრაალის თავის მიერ, რომელსაც თავის მხრივ ავტორიტეტი გააჩნდა თავის დაქვემდებარებულ ხალხზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185127.wav,ზილაირის პლატოს აღმოსავლეთ მიჯნაზე გადის მუხისა და ცაცხვის ტყეების საზღვარი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185128.wav,მისისიპის ბევრი შენაკადი აქვს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185129.wav,"მაგრამ, ბრძოლა არ შედგა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185130.wav,სასაფლაოზე მდებარე დარბაზული ეკლესია პერანგშემოცლილია.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185136.wav,"გადაჭიმულია არგენტინა-ჩილეს საზღვარზე, ჩრდილოეთი-სამხრეთის მიმართულებით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185137.wav,"ოროგრაფიულად დაბლობი ბრტყელი, სამხრეთით ოდნავ დახრილი ვაკეა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185139.wav,"თუმცა, ეს არ არის ამომწურავი მოსაზრება."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35185140.wav,გამოდის ინგლისურ ენაზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236800.wav,არა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236801.wav,ხუთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236802.wav,ცხრა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236803.wav,ექვსი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236804.wav,ნული
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236890.wav,შვიდი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236891.wav,ორი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236892.wav,ოთხი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236893.wav,დიახ
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236894.wav,სამი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35236999.wav,ერთი
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35237000.wav,რვა
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35237002.wav,"რაც შეეხება მესამე პლანეტას, მისი ორბიტა ცოტა გაურკვეველია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35237003.wav,ეს ცნობა გერმანიის ხელმძღვანელობას გადასცა ბრიტანეთის ელჩმა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238162.wav,"ზედა ნაყინიდან დავიწყოთ: ერთი, ორი, სამი, ოთხი, ხუთი, ექვსი, შვიდი,რვა, ცხრა და ათი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238164.wav,წირვის დროს ერთ მხარეზე გალობდნენ მონაზვნები და მეორეზე მამაკაცები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238165.wav,"გარდა ამისა თანამდებობიდან გადააყენეს მესამე ვეზირი მუსტაფა-ფაშა, მისი ადგილი დაიკავა ფირი მეჰმედ-ფაშამ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238167.wav,მეტერნიხი მიისწრაფოდა დაებრუნებინა ნაპოლეონის მიერ ავსტრიისათვის წართმეული მიწები.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238169.wav,"ამის შემდეგ მუშაობდა ისრაელის თავდაცვით ძალებში, მთავარ ფსიქოლოგიურ განყოფილებაში."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238267.wav,არის რკინის მადნის საბადო.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238268.wav,კედლებში დატანილია სათოფურები გალავანში შესასვლელი სამხრეთ-დასავლეთიდან იყო მოწყობილი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238269.wav,"ქვეყნებს შორის სავაჭრო და სამართლებრივი ურთიერთობების გაჩენის დღიდან, მეკობრეობა მკაცრად დასჯადი დანაშაულია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238270.wav,"თანამედროვე საერთაშორისო სამართალში ტერმინი სამხედრო კონფლიქტი იხმარება, როგორც ომის სინონიმი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238368.wav,ის იყო ალბანური წარმოშობის.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238369.wav,"მისი ნამუშევრებია: „ქალის პორტრეტი“, „მამაკაცის პორტრეტი“, „სოხუმის ხედი“, „პარიზის ერთ-ერთი კუთხე“."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238371.wav,"ეკლესიაზე სამი მხრიდან მიდგმული იყო კარიბჭე, რომელთაგან მხოლოდ დასავლეთისაა სრული სახით შემორჩენილი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238373.wav,მანამდე კი ბირმინგემში რომაელებმა „მალიორკას“ დამარცხებით თასების მფლობელთა თასი აიღეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238375.wav,საბჭო ჩვეულებრივ იკრიბება წელიწადში ორჯერ ძირითადად საგარეო საქმეთა მინისტრების დონეზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238466.wav,ასევე იხსენიებს მას ნიკოლოზ ბარათაშვილი პოემაში „ბედი ქართლისა“.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238469.wav,კეპლერის ობსერვატორია აქტიურად აგრძელებს მოქმედებას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238473.wav,გაგრის მუნიციპალიტეტი მდებარეობს აფხაზეთის კავკასიონის სამხრეთ კალთაზე და შავი ზღვის ვიწრო სანაპირო დაბლობ ზოლში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238474.wav,"სწრაფი დინებით გამოირჩევა განსაკუთრებით მდინარის ზემო მონაკვეთი, სადაც ხეობა ხშირი ტყითაა დაფარული."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238550.wav,დასავლეთ მინაშენში გამავალი კარი დასავლეთ კედელშია გაჭრილი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238556.wav,სიმღერაში აგრეთვე მღერიან პიტერ გებრიელი და სტინგი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238557.wav,"კატარის დროშა ერთადერთია მსოფლიოში, რომლის სიგანე ორჯერ მეტია სიმაღლეზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238649.wav,ჰყავს ერთადერთი უფროსი ძმა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238650.wav,ჯანმრთელობის პრობლემის გამო ბურების მეორე ომში იგი ფაქტობრივად ვეღარ ასრულებდა მთავარსარდლის მოვალეობას.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238651.wav,არაბებისა და თურქების ყოფა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238653.wav,"მუზეუმის შენობა მდებარეობს ქალაქის ცენტრალურ ნაწილში, რუსთაველის გამზირზე."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238656.wav,"დაჯილდოებულია ლენინის ორდენით, ორი სხვა ორდენითა და მედლებით."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238753.wav,"აღმოსავლეთით, მეორე სართულზე გაჭრილია კარი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238754.wav,"ადმინისტრაციული თვალსაზრისით, პროვინცია იყოფა ხუთ სარეგენტოდ და ორ ქალაქად."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238756.wav,"ტბა მდინარე კონგოს ზედა დინების სანაოსნო მონაკვეთის დასაწყისია ქალაქებთან მბანდაკა, კისანგანი და ბანგი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238758.wav,აღდგენას დასჭირდა ორი წელი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238760.wav,"სამხრეთით ესაზღვრება კეიპ-იორკის ნახევარკუნძული, ჩრდილოეთით პაპუა-ახალი გვინეის დასავლეთი პროვინცია."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238833.wav,ამ დროის ქურები დღემდე ფუნქციონირებს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238834.wav,მდებარეობს მდინარე ნუგუშის მარჯვენა ნაპირზე.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238836.wav,"დიდი ხნის განმავლობაში მიიჩნეოდა, რომ ეს იყო დაკარგული ორიგინალის ასლი."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238838.wav,გარდაიცვალა პაპად არჩევიდან სამ კვირაში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238840.wav,"წმინდანის მორჩილება, მარხვა და ლოცვა სათნო ეყო უფალს და თეოდორამ სასწაულთქმედების ნიჭი მიიღო."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238911.wav,ზოგიერთ ქვეყანაში სამშენებლო მასალების მანუფაქტურა განვითარებული ინდუსტრიაა.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238912.wav,მდებარეობს იემენის სამხრეთ ნაწილში.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238913.wav,"შედეგად ბიუროკრატია ღირსეული არისტოკრატიიდან, მემკვიდრეობით კლასში გადავიდა."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35238914.wav,ლერმონტოვი საქართველოში გადმოასახლეს და ნიჟნი-ნოვგოროდის დრაგუნთა პოლკში განაწესეს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239040.wav,ასეთი სტრუქტურა ზუსტად ასახავს ტრადიციული საეკლესიო ისტორიებისა და ქრონიკების მოდელს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239042.wav,მდებარეობს პაპუა-ახალი გვინეიდან აღმოსავლეთით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239043.wav,"უკვე ვიცით, როგორ დავთვალოთ."
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239044.wav,ყველაზე მეტი ნალექიანობით ხასიათდება აგვისტო და ნოემბერი.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239046.wav,ანალოგიური სიტუაცია არსებობდა კიმ ირ სენის მმართველობის დროს.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239102.wav,მეფის რეჟიმის დროს დაპატიმრებული იყო პოლიტიკური საბაბით.
D:/Maya/asr_geo/CommonVoice/common_voice_ka_35239106.wav,თუმცა ამის დამადასტურებელი სხვა ცნობა ჩვენ არ გვაქვს.
